Équipe,Mouvement,Joueur,Nationalité,Poste,Âge,Club (Prov/Dest),Lien Joueur
Perpignan,Arrivées,Cedate GOMES SA,Portugal,Pilier,32 ans,JIFF,https://www.allrugby.com/joueurs/cedate-gomes-sa-3431.html
Perpignan,Arrivées,Enzo FORLETTA,France,Pilier,32 ans,JIFF,https://www.allrugby.com/joueurs/enzo-forletta-2448.html
Perpignan,Arrivées,Marco RICCIONI,Italie,Pilier,28 ans,NON JIFF,https://www.allrugby.com/joueurs/marco-riccioni-4191.html
Perpignan,Arrivées,Brad AMITUANAI,Australie,Pilier,27 ans,NON JIFF,https://www.allrugby.com/joueurs/bradley-amituanai-17327.html
Perpignan,Arrivées,Lachlan SWINTON,Australie,3ème ligne,29 ans,NON JIFF,https://www.allrugby.com/joueurs/lachlan-swinton-7538.html
Perpignan,Arrivées,José MADEIRA,Portugal,3ème ligne,25 ans,JIFF,https://www.allrugby.com/joueurs/jose-madeira-9269.html
Perpignan,Arrivées,Jovan SRECKOVIC,France,3ème ligne,19 ans,ESPOIR,https://www.allrugby.com/joueurs/jovan-sreckovic-18834.html
Perpignan,Arrivées,Luke MCGRATH,Irlande,Mêlée,33 ans,NON JIFF,https://www.allrugby.com/joueurs/luke-mcgrath-2703.html
Perpignan,Arrivées,Paolo GARBISI,Italie,Ouverture,26 ans,NON JIFF,https://www.allrugby.com/joueurs/paolo-garbisi-7397.html
Perpignan,Arrivées,Maëlan RABUT,France,Centre,29 ans,JIFF,https://www.allrugby.com/joueurs/maelan-rabut-5539.html
Perpignan,Arrivées,Braydon ENNOR,Nouvelle-Zélande,Centre,28 ans,NON JIFF,https://www.allrugby.com/joueurs/braydon-ennor-6834.html
Perpignan,Arrivées,Sevu REECE,Fidji,Ailier,29 ans,NON JIFF,https://www.allrugby.com/joueurs/sevu-reece-7664.html
Perpignan,Départs,Kieran BROOKES,Angleterre,Pilier,35 ans,NON JIFF,https://www.allrugby.com/joueurs/kieran-brookes-3219.html
Perpignan,Départs,Nemo ROELOFSE,Afrique du sud,Pilier,31 ans,NON JIFF,https://www.allrugby.com/joueurs/nemo-roelofse-4982.html
Perpignan,Départs,Giorgi BERIA,France,Pilier,26 ans,JIFF,https://www.allrugby.com/joueurs/giorgi-beria-7000.html
Perpignan,Départs,Akato FAKATIKA,France,Pilier,25 ans,JIFF,https://www.allrugby.com/joueurs/akato-fakatika-10941.html
Perpignan,Départs,Jamie RITCHIE,Ecosse,3ème ligne,29 ans,NON JIFF,https://www.allrugby.com/joueurs/jamie-ritchie-4245.html
Perpignan,Départs,Max HICKS,Nouvelle-Zélande,3ème ligne,26 ans,NON JIFF,https://www.allrugby.com/joueurs/max-hicks-12580.html
Perpignan,Départs,Gela APRASIDZE,Géorgie,Mêlée,28 ans,JIFF,https://www.allrugby.com/joueurs/gela-aprasidze-5464.html
Perpignan,Départs,Tommaso ALLAN,Italie,Ouverture,33 ans,JIFF,https://www.allrugby.com/joueurs/tommy-allan-1270.html
Perpignan,Départs,Duncan PAIA'AUA,Nouvelle-Zélande,Centre,31 ans,NON JIFF,https://www.allrugby.com/joueurs/duncan-paia-aua-6664.html
Perpignan,Départs,Alivereti DUGUIVALU,Fidji,Centre,28 ans,JIFF,https://www.allrugby.com/joueurs/alifereti-duguivalu-5910.html
Perpignan,Départs,Tavite VEREDAMU,Fidji,Ailier,36 ans,NON JIFF,https://www.allrugby.com/joueurs/tavite-veredamu-10572.html
Perpignan,Départs,Jordan PETAIA,Australie,Ailier,26 ans,NON JIFF,https://www.allrugby.com/joueurs/jordan-petaia-6865.html
Perpignan,Prolongations,Giorgi TETRASHVILI,Géorgie,Pilier,32 ans,JIFF,https://www.allrugby.com/joueurs/giorgi-tetrashvili-1492.html
Perpignan,Prolongations,Bruce DEVAUX,France,Pilier,29 ans,JIFF,https://www.allrugby.com/joueurs/bruce-devaux-7318.html
Perpignan,Prolongations,Lorencio BOYER GALLARDO,France,Pilier,20 ans,ESPOIR,https://www.allrugby.com/joueurs/lorencio-boyer-gallardo-17518.html
Perpignan,Prolongations,Victor MONTGAILLARD,France,Talonneur,23 ans,JIFF,https://www.allrugby.com/joueurs/victor-montgaillard-9847.html
Perpignan,Prolongations,Mathys LOTRIAN,France,Talonneur,22 ans,ESPOIR,https://www.allrugby.com/joueurs/mathys-lotrian-16459.html
Perpignan,Prolongations,Jonny GRAY,Ecosse,2ème ligne,32 ans,NON JIFF,https://www.allrugby.com/joueurs/jonny-gray-2174.html
Perpignan,Prolongations,Patrick SOBÉLA,France,3ème ligne,33 ans,JIFF,https://www.allrugby.com/joueurs/patrick-sobela-2547.html
Perpignan,Prolongations,Noé DELLA SCHIAVA,France,3ème ligne,24 ans,JIFF,https://www.allrugby.com/joueurs/noe-della-schiava-12052.html
Perpignan,Prolongations,Tom ECOCHARD,France,Mêlée,33 ans,JIFF,https://www.allrugby.com/joueurs/tom-ecochard-1273.html
Perpignan,Prolongations,James HALL,Afrique du sud,Mêlée,30 ans,JIFF,https://www.allrugby.com/joueurs/james-hall-4520.html
Perpignan,Prolongations,Benjamin URDAPILLETA,Argentine,Ouverture,40 ans,NON JIFF,https://www.allrugby.com/joueurs/benjamin-urdapilleta-1068.html
Perpignan,Prolongations,Jake MCINTYRE,Australie,Ouverture,32 ans,NON JIFF,https://www.allrugby.com/joueurs/jake-mcintyre-5475.html
Perpignan,Prolongations,Jerónimo DE LA FUENTE,Argentine,Centre,35 ans,NON JIFF,https://www.allrugby.com/joueurs/jeronimo-de-la-fuente-3865.html
Perpignan,Prolongations,Riko BULIRUARUA,Fidji,Centre,29 ans,JIFF,https://www.allrugby.com/joueurs/rico-buliruarua-4482.html
Perpignan,Prolongations,Job POULET,France,Centre,23 ans,JIFF,https://www.allrugby.com/joueurs/job-poulet-12332.html
Perpignan,Prolongations,Diego MASCARENC,France,Centre,19 ans,ESPOIR,https://www.allrugby.com/joueurs/diego-mascarenc-22084.html
Paris,Arrivées,Thomas BUÉ,France,Pilier,23 ans,JIFF,https://www.allrugby.com/joueurs/thomas-bue-12275.html
Paris,Arrivées,Tomasi MAKA,Australie,Talonneur,23 ans,NON JIFF,https://www.allrugby.com/joueurs/tomasi-maka-16837.html
Paris,Arrivées,Petero MAILULU,Fidji,2ème ligne,23 ans,JIFF,https://www.allrugby.com/joueurs/petero-mailulu-12377.html
Paris,Arrivées,Ihaia WEST,Nouvelle-Zélande,Ouverture,34 ans,NON JIFF,https://www.allrugby.com/joueurs/ihaia-west-5880.html
Paris,Arrivées,Alivereti DUGUIVALU,Fidji,Centre,28 ans,JIFF,https://www.allrugby.com/joueurs/alifereti-duguivalu-5910.html
Paris,Arrivées,Rufus MCLEAN,Etats-Unis,Ailier,26 ans,NON JIFF,https://www.allrugby.com/joueurs/rufus-mclean-7380.html
Paris,Arrivées,Israel LEOTA,Samoa,Ailier,21 ans,ESPOIR NON JIFF,https://www.allrugby.com/joueurs/israel-leota-21706.html
Paris,Départs,Yanis LUX,France,Pilier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/yanis-lux-15460.html
Paris,Départs,Baptiste PESENTI,France,2ème ligne,29 ans,JIFF,https://www.allrugby.com/joueurs/baptiste-pesenti-4430.html
Paris,Départs,Zack HENRY,Angleterre,Ouverture,31 ans,NON JIFF,https://www.allrugby.com/joueurs/zack-henry-6020.html
Paris,Départs,Joe MARCHANT,Angleterre,Centre,29 ans,NON JIFF,https://www.allrugby.com/joueurs/joe-marchant-4165.html
Paris,Départs,Charles LALOI,France,Ailier,22 ans,JIFF,https://www.allrugby.com/joueurs/charles-laloi-13660.html
Paris,Prolongations,Thierry PAÏVA,France,Pilier,30 ans,JIFF,https://www.allrugby.com/joueurs/thierry-paiva-4364.html
Paris,Prolongations,Jack ISCARO,Etats-Unis,Pilier,28 ans,NON JIFF,https://www.allrugby.com/joueurs/jack-iscaro-10586.html
Paris,Prolongations,Lucas PEYRESBLANQUES,France,Talonneur,28 ans,JIFF,https://www.allrugby.com/joueurs/lucas-peyresblanques-4610.html
Paris,Prolongations,Paul GABRILLAGUES,France,2ème ligne,33 ans,JIFF,https://www.allrugby.com/joueurs/paul-gabrillagues-2374.html
Paris,Prolongations,Setareki TURAGACOKE,Fidji,2ème ligne,20 ans,ESPOIR NON JIFF,https://www.allrugby.com/joueurs/setareki-turagacoke-18328.html
Paris,Prolongations,Ryan CHAPUIS,France,3ème ligne,28 ans,JIFF,https://www.allrugby.com/joueurs/ryan-chapuis-6008.html
Paris,Prolongations,Thibaut MOTASSI,France,Mêlée,21 ans,ESPOIR,https://www.allrugby.com/joueurs/thibaut-motassi-15196.html
Paris,Prolongations,Louis CARBONEL,France,Ouverture,27 ans,JIFF,https://www.allrugby.com/joueurs/louis-carbonel-5175.html
Paris,Prolongations,Jeremy WARD,Afrique du sud,Centre,30 ans,NON JIFF,https://www.allrugby.com/joueurs/jeremy-ward-7508.html
Paris,Prolongations,Julien DELBOUIS,France,Centre,26 ans,JIFF,https://www.allrugby.com/joueurs/julien-delbouis-5538.html
Paris,Prolongations,Peniasi DAKUWAQA,Fidji,Ailier,29 ans,NON JIFF,https://www.allrugby.com/joueurs/peniasi-dakuwaqa-14612.html
Toulon,Arrivées,Rabah SLIMANI,France,Pilier,36 ans,JIFF,https://www.allrugby.com/joueurs/rabah-slimani-1115.html
Toulon,Arrivées,Luciano ASEVEDO,Argentine,2ème ligne,22 ans,NON JIFF,https://www.allrugby.com/joueurs/luciano-asevedo-17400.html
Toulon,Arrivées,Judicaël CANCORIET,France,3ème ligne,30 ans,JIFF,https://www.allrugby.com/joueurs/judicael-cancoriet-2512.html
Toulon,Arrivées,Luka KELETAONA,France,Ouverture,20 ans,ESPOIR,https://www.allrugby.com/joueurs/luka-keletaona-15392.html
Toulon,Arrivées,Gaël FICKOU,France,Centre,32 ans,JIFF,https://www.allrugby.com/joueurs/gael-fickou-1087.html
Toulon,Arrivées,Huw JONES,Ecosse,Centre,32 ans,NON JIFF,https://www.allrugby.com/joueurs/huw-jones-5030.html
Toulon,Arrivées,Apete NAROGO,Fidji,Ailier,24 ans,NON JIFF,https://www.allrugby.com/joueurs/apete-narogo-22529.html
Toulon,Départs,Daniel BRENNAN,Irlande,Pilier,27 ans,JIFF,https://www.allrugby.com/joueurs/daniel-brennan-4493.html
Toulon,Départs,Brian ALAINU'UESE,Samoa,2ème ligne,32 ans,NON JIFF,https://www.allrugby.com/joueurs/brian-alainu-uese-5125.html
Toulon,Départs,Giorgi JAVAKHIA,Géorgie,2ème ligne,29 ans,JIFF,https://www.allrugby.com/joueurs/giorgi-javakhia-4391.html
Toulon,Départs,Jovan SRECKOVIC,France,3ème ligne,19 ans,ESPOIR,https://www.allrugby.com/joueurs/jovan-sreckovic-18834.html
Toulon,Départs,Paolo GARBISI,Italie,Ouverture,26 ans,NON JIFF,https://www.allrugby.com/joueurs/paolo-garbisi-7397.html
Toulon,Départs,Lohan SABBIA,France,Ouverture,22 ans,ESPOIR,https://www.allrugby.com/joueurs/lohan-sabbia-18002.html
Toulon,Départs,Ma'a NONU,Nouvelle-Zélande,Centre,44 ans,NON JIFF,https://www.allrugby.com/joueurs/ma-a-nonu-3386.html
Toulon,Départs,Barnabé MÉCHENTEL,France,Arrière,21 ans,ESPOIR,https://www.allrugby.com/joueurs/barnabe-mechentel-16365.html
Toulon,Prolongations,Gianmarco LUCCHESI,Italie,Talonneur,25 ans,NON JIFF,https://www.allrugby.com/joueurs/gianmarco-lucchesi-7388.html
Toulon,Prolongations,Corentin MÉZOU,France,2ème ligne,21 ans,ESPOIR,https://www.allrugby.com/joueurs/corentin-mezou-15261.html
Toulon,Prolongations,Junior KPOKU,Angleterre,2ème ligne,20 ans,ESPOIR,https://www.allrugby.com/joueurs/junior-kpoku-16834.html
Toulon,Prolongations,Baptiste SERIN,France,Mêlée,32 ans,JIFF,https://www.allrugby.com/joueurs/baptiste-serin-1380.html
Toulon,Prolongations,Ben WHITE,Angleterre,Mêlée,28 ans,NON JIFF,https://www.allrugby.com/joueurs/ben-white-4776.html
Toulon,Prolongations,Jérémy SINZELLE,France,Centre,36 ans,JIFF,https://www.allrugby.com/joueurs/jeremy-sinzelle-1370.html
Toulon,Prolongations,Rayan REBBADJ,France,Centre,26 ans,JIFF,https://www.allrugby.com/joueurs/rayan-rebbadj-8436.html
Toulon,Prolongations,Gabin VILLIÈRE,France,Ailier,30 ans,JIFF,https://www.allrugby.com/joueurs/gabin-villiere-7728.html
Toulouse,Arrivées,Malachi HAWKES,Australie,Pilier,23 ans,JIFF,https://www.allrugby.com/joueurs/malachi-hawkes-11727.html
Toulouse,Arrivées,Valentin DELPY,France,Ouverture,22 ans,ESPOIR,https://www.allrugby.com/joueurs/valentin-delpy-15037.html
Toulouse,Arrivées,Tommaso MENONCELLO,Italie,Centre,23 ans,NON JIFF,https://www.allrugby.com/joueurs/tommaso-menoncello-11071.html
Toulouse,Départs,Guillaume CRAMONT,France,Talonneur,25 ans,JIFF,https://www.allrugby.com/joueurs/guillaume-cramont-8140.html
Toulouse,Départs,Naoto SAITO,Japon,Mêlée,28 ans,NON JIFF,https://www.allrugby.com/joueurs/naoto-saito-9182.html
Toulouse,Départs,Lucien RICHARDIS,France,Ouverture,21 ans,ESPOIR,https://www.allrugby.com/joueurs/lucien-richardis-17747.html
Toulouse,Départs,Paul COSTES,France,Centre,23 ans,JIFF,https://www.allrugby.com/joueurs/paul-costes-14642.html
Toulouse,Départs,Lucas VIGNÈRES,France,Centre,20 ans,ESPOIR,https://www.allrugby.com/joueurs/lucas-vigneres-18169.html
Toulouse,Départs,Dimitri DELIBES,France,Ailier,27 ans,JIFF,https://www.allrugby.com/joueurs/dimitri-delibes-6053.html
Toulouse,Départs,Thomas ALARY,France,Arrière,19 ans,ESPOIR,https://www.allrugby.com/joueurs/thomas-alary-18172.html
Toulouse,Prolongations,Rodrigue NETI,France,Pilier,31 ans,JIFF,https://www.allrugby.com/joueurs/rodrigue-neti-2375.html
Toulouse,Prolongations,Paul MALLEZ,France,Pilier,25 ans,JIFF,https://www.allrugby.com/joueurs/paul-mallez-7696.html
Toulouse,Prolongations,Benjamin BERTRAND,France,Pilier,22 ans,ESPOIR,https://www.allrugby.com/joueurs/benjamin-bertrand-15364.html
Toulouse,Prolongations,Thibaud FLAMENT,France,2ème ligne,29 ans,NON JIFF,https://www.allrugby.com/joueurs/thibaud-flament-8962.html
Toulouse,Prolongations,Joshua BRENNAN,Irlande,2ème ligne,24 ans,JIFF,https://www.allrugby.com/joueurs/joshua-brennan-8294.html
Toulouse,Prolongations,Léo BANOS,France,3ème ligne,23 ans,JIFF,https://www.allrugby.com/joueurs/leo-banos-10745.html
Toulouse,Prolongations,Roméo MARTIN-BONNARD,France,3ème ligne,19 ans,ESPOIR,https://www.allrugby.com/joueurs/romeo-martin-bonnard-18173.html
Toulouse,Prolongations,Antoine DUPONT,France,Mêlée,29 ans,JIFF,https://www.allrugby.com/joueurs/antoine-dupont-2558.html
Toulouse,Prolongations,Célian POUZELGUES,France,Centre,22 ans,ESPOIR,https://www.allrugby.com/joueurs/celian-pouzelgues-14148.html
Toulouse,Prolongations,Matthis LEBEL,France,Ailier,27 ans,JIFF,https://www.allrugby.com/joueurs/matthis-lebel-6346.html
Toulouse,Prolongations,Jérémy NEMOR,France,Ailier,20 ans,ESPOIR,https://www.allrugby.com/joueurs/jeremy-nemor-18171.html
Toulouse,Prolongations,Juan Cruz MALLÍA,Argentine,Arrière,29 ans,NON JIFF,https://www.allrugby.com/joueurs/juan-cruz-mallia-6408.html
Toulouse,Prolongations,Matias REMUE,Belgique,Arrière,23 ans,JIFF,https://www.allrugby.com/joueurs/matias-remue-12512.html
Clermont,Arrivées,Peniami Nasali NARISIA,Fidji,Talonneur,29 ans,JIFF,https://www.allrugby.com/joueurs/peniami-nasali-narisia-4088.html
Clermont,Arrivées,Darcy SWAIN,Australie,2ème ligne,29 ans,NON JIFF,https://www.allrugby.com/joueurs/darcy-swain-6880.html
Clermont,Arrivées,Kévin NOAH,France,3ème ligne,24 ans,JIFF,https://www.allrugby.com/joueurs/kevin-noah-6072.html
Clermont,Arrivées,Baptiste GERMAIN,France,Mêlée,25 ans,JIFF,https://www.allrugby.com/joueurs/baptiste-germain-7571.html
Clermont,Arrivées,Justin BOURAUX,France,Ouverture,24 ans,JIFF,https://www.allrugby.com/joueurs/justin-bouraux-12429.html
Clermont,Arrivées,AJ LAM,Nouvelle-Zélande,Centre,27 ans,NON JIFF,https://www.allrugby.com/joueurs/aj-lam-11102.html
Clermont,Arrivées,Mathys BELAUBRE,France,Centre,21 ans,ESPOIR,https://www.allrugby.com/joueurs/mathys-belaubre-15383.html
Clermont,Arrivées,Etene NANAI-SETURO,Nouvelle-Zélande,Arrière,26 ans,NON JIFF,https://www.allrugby.com/joueurs/etene-nanai-seturo-7488.html
Clermont,Départs,Etienne FALGOUX,France,Pilier,33 ans,JIFF,https://www.allrugby.com/joueurs/etienne-falgoux-1969.html
Clermont,Départs,Seilala LAM,Samoa,Talonneur,37 ans,NON JIFF,https://www.allrugby.com/joueurs/seilala-lam-5092.html
Clermont,Départs,Tom BELKESSA,France,Talonneur,19 ans,ESPOIR,https://www.allrugby.com/joueurs/tom-belkessa-15386.html
Clermont,Départs,Rob SIMMONS,Australie,2ème ligne,37 ans,NON JIFF,https://www.allrugby.com/joueurs/rob-simmons-3880.html
Clermont,Départs,Lucas DESSAIGNE,France,3ème ligne,27 ans,JIFF,https://www.allrugby.com/joueurs/lucas-dessaigne-7955.html
Clermont,Départs,Sébastien BÉZY,France,Mêlée,34 ans,JIFF,https://www.allrugby.com/joueurs/sebastien-bezy-1091.html
Clermont,Départs,Tom RAFFY,France,Ouverture,21 ans,ESPOIR,https://www.allrugby.com/joueurs/tom-raffy-10862.html
Clermont,Départs,George MOALA,Tonga,Centre,35 ans,NON JIFF,https://www.allrugby.com/joueurs/george-moala-4998.html
Clermont,Départs,Pierre FOUYSSAC,France,Centre,31 ans,JIFF,https://www.allrugby.com/joueurs/pierre-fouyssac-3530.html
Clermont,Départs,Irae SIMONE,Nouvelle-Zélande,Centre,30 ans,NON JIFF,https://www.allrugby.com/joueurs/irae-simone-6915.html
Clermont,Départs,Lucas TAUZIN,France,Ailier,28 ans,JIFF,https://www.allrugby.com/joueurs/lucas-tauzin-4384.html
Clermont,Départs,Alex NEWSOME,Australie,Arrière,31 ans,NON JIFF,https://www.allrugby.com/joueurs/alex-newsome-6732.html
Clermont,Prolongations,Cristian OJOVAN,Moldavie,Pilier,29 ans,JIFF,https://www.allrugby.com/joueurs/cristian-ojovan-5550.html
Clermont,Prolongations,Giorgi AKHALADZE,Géorgie,Pilier,27 ans,JIFF,https://www.allrugby.com/joueurs/giorgi-akhaladze-7305.html
Clermont,Prolongations,Mathéo FRISACH,France,Pilier,20 ans,ESPOIR,https://www.allrugby.com/joueurs/matheo-frisach-15389.html
Clermont,Prolongations,Etienne FOURCADE,France,Talonneur,29 ans,JIFF,https://www.allrugby.com/joueurs/etienne-fourcade-4381.html
Clermont,Prolongations,Barnabé MASSA,France,Talonneur,22 ans,ESPOIR,https://www.allrugby.com/joueurs/barnabe-massa-14198.html
Clermont,Prolongations,Thomas CEYTE,France,2ème ligne,35 ans,JIFF,https://www.allrugby.com/joueurs/thomas-ceyte-3465.html
Clermont,Prolongations,Léo MICHAUX,France,2ème ligne,18 ans,ESPOIR,https://www.allrugby.com/joueurs/leo-michaux-21576.html
Clermont,Prolongations,Killian TIXERONT,France,3ème ligne,24 ans,JIFF,https://www.allrugby.com/joueurs/killian-tixeront-8041.html
Clermont,Prolongations,Baptiste JAUNEAU,France,Mêlée,22 ans,JIFF,https://www.allrugby.com/joueurs/baptiste-jauneau-10021.html
Clermont,Prolongations,Alivereti RAKA,Fidji,Ailier,31 ans,JIFF,https://www.allrugby.com/joueurs/alivereti-raka-3567.html
Bordeaux,Arrivées,Lasha PKHAKADZE,Géorgie,Pilier,22 ans,JIFF,https://www.allrugby.com/joueurs/lasha-pkhakadze-15173.html
Bordeaux,Arrivées,Zaccharie AFFANE,France,Pilier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/zaccharie-affane-13842.html
Bordeaux,Arrivées,Alex MOON,Angleterre,2ème ligne,29 ans,NON JIFF,https://www.allrugby.com/joueurs/alex-moon-6201.html
Bordeaux,Arrivées,Tom WILLIS,Angleterre,3ème ligne,27 ans,NON JIFF,https://www.allrugby.com/joueurs/tom-willis-6195.html
Bordeaux,Arrivées,Dan DU PLESSIS,Afrique du sud,Centre,31 ans,NON JIFF,https://www.allrugby.com/joueurs/dan-du-plessis-7523.html
Bordeaux,Arrivées,Hugo AVOGADRO,France,Ailier,19 ans,ESPOIR,https://www.allrugby.com/joueurs/hugo-avogadro-21849.html
Bordeaux,Arrivées,Thomas DELPEUCH,France,Ailier,19 ans,ESPOIR,https://www.allrugby.com/joueurs/thomas-delpeuch-20756.html
Bordeaux,Départs,Ugo BONIFACE,France,Pilier,27 ans,JIFF,https://www.allrugby.com/joueurs/ugo-boniface-4465.html
Bordeaux,Départs,Bastien VERGNES-TAILLEFER,France,3ème ligne,29 ans,JIFF,https://www.allrugby.com/joueurs/bastien-vergnes-taillefer-7192.html
Bordeaux,Départs,Lachlan SWINTON,Australie,3ème ligne,29 ans,NON JIFF,https://www.allrugby.com/joueurs/lachlan-swinton-7538.html
Bordeaux,Départs,Bobby BISSU,France,3ème ligne,19 ans,ESPOIR,https://www.allrugby.com/joueurs/bobby-bissu-18406.html
Bordeaux,Départs,Joey CARBERY,Nouvelle-Zélande,Ouverture,30 ans,NON JIFF,https://www.allrugby.com/joueurs/joey-carbery-4830.html
Bordeaux,Départs,Joseph LAHARRAGUE,France,Ouverture,20 ans,ESPOIR,https://www.allrugby.com/joueurs/joseph-laharrague-18067.html
Bordeaux,Départs,Madosh TAMBWE,République démocratique du Congo,Ailier,29 ans,NON JIFF,https://www.allrugby.com/joueurs/michael-tambwe-6795.html
Bordeaux,Prolongations,Toma'Akino TAUFA,Tonga,Pilier,31 ans,NON JIFF,https://www.allrugby.com/joueurs/toma-akino-taufa-3605.html
Bordeaux,Prolongations,Carlü SADIE,Afrique du sud,Pilier,29 ans,NON JIFF,https://www.allrugby.com/joueurs/carlu-sadie-6597.html
Bordeaux,Prolongations,Sipili FALATEA,France,Pilier,29 ans,JIFF,https://www.allrugby.com/joueurs/sipili-falatea-5435.html
Bordeaux,Prolongations,Temo MATIU,France,3ème ligne,24 ans,JIFF,https://www.allrugby.com/joueurs/temo-matiu-14357.html
Bordeaux,Prolongations,Tiaan JACOBS,Afrique du sud,3ème ligne,21 ans,ESPOIR,https://www.allrugby.com/joueurs/tiaan-jacobs-14107.html
Bordeaux,Prolongations,Maxime LUCU,France,Mêlée,33 ans,JIFF,https://www.allrugby.com/joueurs/maxime-lucu-2453.html
Bordeaux,Prolongations,Martin PAGE-RELO,France,Mêlée,27 ans,JIFF,https://www.allrugby.com/joueurs/martin-page-relo-7169.html
Bordeaux,Prolongations,Hugo REUS,France,Ouverture,22 ans,JIFF,https://www.allrugby.com/joueurs/hugo-reus-14138.html
Bordeaux,Prolongations,Pablo UBERTI,France,Centre,28 ans,JIFF,https://www.allrugby.com/joueurs/pablo-uberti-4664.html
Bordeaux,Prolongations,Adrien DRAULT,France,Centre,20 ans,ESPOIR,https://www.allrugby.com/joueurs/adrien-drault-18068.html
Bordeaux,Prolongations,Salesi RAYASI,Nouvelle-Zélande,Ailier,29 ans,NON JIFF,https://www.allrugby.com/joueurs/salesi-rayasi-7471.html
Bordeaux,Prolongations,Romain BUROS,France,Arrière,28 ans,JIFF,https://www.allrugby.com/joueurs/romain-buros-4151.html
Vannes,Arrivées,Sione MAFILEO,Nouvelle-Zélande,Pilier,33 ans,NON JIFF,https://www.allrugby.com/joueurs/sione-mafileo-6852.html
Vannes,Arrivées,Ugo BONIFACE,France,Pilier,27 ans,JIFF,https://www.allrugby.com/joueurs/ugo-boniface-4465.html
Vannes,Arrivées,Giorgi BERIA,France,Pilier,26 ans,JIFF,https://www.allrugby.com/joueurs/giorgi-beria-7000.html
Vannes,Arrivées,Mills SANERIVI,Nouvelle-Zélande,Talonneur,26 ans,NON JIFF,https://www.allrugby.com/joueurs/mills-sanerivi-15122.html
