Ligue,Équipe,Joueur,Nationalité,Poste,Taille,Poids,Âge,JIFF,Contrat,Lien Joueur,Saison,Matchs Joués,Titularisations,Essais,Points,Minutes
URC,Dragons,Niall ARMSTRONG,Irlande,Mêlée,1.78 m,86 kg,26 ans,2027.0,N/A,https://www.allrugby.com/joueurs/niall-armstrong-16579.html,25/26,13,62%,0.0,0.0,270.0
URC,Dragons,Rhodri WILLIAMS,Pays-de-Galles,Mêlée,1.74 m,84 kg,34 ans,N/A,N/A,https://www.allrugby.com/joueurs/rhodri-williams-2203.html,25/26,26,62%,1.0,5.0,522.0
URC,Dragons,Angus O'BRIEN,Pays-de-Galles,Ouverture,1.83 m,90 kg,30 ans,2029.0,N/A,https://www.allrugby.com/joueurs/angus-o-brien-3270.html,25/26,12,258%,2.0,148.0,2575.0
URC,Dragons,Cai EVANS,Pays-de-Galles,Ouverture,1.83 m,79 kg,26 ans,N/A,N/A,https://www.allrugby.com/joueurs/cai-evans-6512.html,25/26,7,71%,0.0,2.0,238.0
URC,Dragons,Jac LLOYD,Pays-de-Galles,Ouverture,1.69 m,81 kg,23 ans,N/A,N/A,https://www.allrugby.com/joueurs/jac-lloyd-11255.html,25/26,5,20%,0.0,0.0,94.0
URC,Dragons,Tinus DE BEER,Afrique du sud,Ouverture,1.74 m,93 kg,31 ans,N/A,N/A,https://www.allrugby.com/joueurs/tinus-de-beer-10995.html,25/26,29,55%,1.0,27.0,1506.0
URC,Dragons,Aneurin OWEN,Pays-de-Galles,Centre,1.81 m,91 kg,26 ans,N/A,N/A,https://www.allrugby.com/joueurs/aneurin-owen-7355.html,25/26,29,45%,3.0,15.0,1247.0
URC,Dragons,Fetuli PAEA,Tonga,Centre,1.95 m,99 kg,32 ans,2027.0,N/A,https://www.allrugby.com/joueurs/fetuli-moe-ata-paea-5855.html,25/26,12,25%,0.0,0.0,462.0
URC,Dragons,Harri ACKERMAN,Pays-de-Galles,Centre,1.89 m,97 kg,21 ans,2028.0,N/A,https://www.allrugby.com/joueurs/harri-ackerman-14830.html,25/26,5,20%,0.0,0.0,294.0
URC,Dragons,Joe WESTWOOD,Pays-de-Galles,Centre,1.91 m,107 kg,24 ans,2027.0,N/A,https://www.allrugby.com/joueurs/joe-westwood-11738.html,25/26,12,42%,0.0,0.0,163.0
URC,Dragons,Ewan ROSSER,Pays-de-Galles,Ailier,1.83 m,88 kg,26 ans,2026.0,N/A,https://www.allrugby.com/joueurs/ewan-rosser-9134.html,25/26,7,43%,0.0,0.0,128.0
URC,Dragons,Fine INISI,Tonga,Ailier,1.87 m,100 kg,29 ans,2028.0,N/A,https://www.allrugby.com/joueurs/fine-inisi-12004.html,25/26,30,100%,5.0,25.0,1232.0
URC,Dragons,Jared ROSSER,Pays-de-Galles,Ailier,1.88 m,103 kg,28 ans,N/A,N/A,https://www.allrugby.com/joueurs/jared-rosser-5732.html,25/26,7,100%,4.0,20.0,579.0
URC,Dragons,Rio DYER,Pays-de-Galles,Ailier,1.85 m,89 kg,26 ans,2029.0,N/A,https://www.allrugby.com/joueurs/rio-dyer-6374.html,25/26,30,60%,6.0,30.0,930.0
URC,Dragons,David RICHARDS,Pays-de-Galles,Arrière,1.81 m,95 kg,26 ans,N/A,N/A,https://www.allrugby.com/joueurs/david-richards-12345.html,25/26,12,183%,4.0,20.0,1631.0
URC,Dragons,Huw ANDERSON,Pays-de-Galles,Arrière,1.80 m,82 kg,21 ans,N/A,N/A,https://www.allrugby.com/joueurs/huw-anderson-15539.html,25/26,12,75%,0.0,0.0,921.0
URC,Edimbourg,Angus WILLIAMS,Nouvelle-Zélande,Pilier,1.80 m,118 kg,31 ans,2026.0,N/A,https://www.allrugby.com/joueurs/angus-williams-11249.html,25/26,2,50%,0.0,0.0,7.0
URC,Edimbourg,Boan VENTER,Afrique du sud,Pilier,1.92 m,126 kg,30 ans,2027.0,N/A,https://www.allrugby.com/joueurs/boan-venter-7757.html,25/26,20,70%,3.0,15.0,571.0
URC,Edimbourg,D'Arcy RAE,Ecosse,Pilier,1.87 m,126 kg,31 ans,2028.0,N/A,https://www.allrugby.com/joueurs/d-arcy-rae-4772.html,25/26,8,213%,1.0,5.0,645.0
URC,Edimbourg,James WHITCOMBE,Angleterre,Pilier,1.88 m,125 kg,26 ans,2029.0,N/A,https://www.allrugby.com/joueurs/james-whitcombe-9215.html,25/26,8,38%,0.0,0.0,160.0
URC,Edimbourg,Mikey JONES,Ecosse,Pilier,1.81 m,114 kg,24 ans,2026.0,N/A,https://www.allrugby.com/joueurs/mike-jones-11849.html,25/26,3,0%,0.0,0.0,65.0
URC,Edimbourg,Ollie BLYTH-LAFFERTY,Ecosse,Pilier,1.96 m,134 kg,21 ans,2029.0,N/A,https://www.allrugby.com/joueurs/ollie-blyth-lafferty-17056.html,25/26,27,70%,3.0,15.0,708.0
URC,Edimbourg,Paul HILL,Angleterre,Pilier,1.87 m,121 kg,32 ans,2028.0,N/A,https://www.allrugby.com/joueurs/paul-hill-4041.html,25/26,15,33%,0.0,0.0,599.0
URC,Edimbourg,Pierre SCHOEMAN,Afrique du sud,Pilier,1.81 m,118 kg,32 ans,2028.0,N/A,https://www.allrugby.com/joueurs/pierre-schoeman-6746.html,25/26,26,69%,4.0,20.0,1136.0
URC,Edimbourg,Rhys LITTERICK,Angleterre,Pilier,1.84 m,123 kg,26 ans,2028.0,N/A,https://www.allrugby.com/joueurs/rhys-litterick-13502.html,24/25,13,62%,0.0,2.0,396.0
URC,Edimbourg,Ewan ASHMAN,Canada,Talonneur,1.91 m,112 kg,25 ans,2031.0,N/A,https://www.allrugby.com/joueurs/ewan-ashman-7369.html,25/26,29,31%,14.0,72.0,911.0
URC,Edimbourg,Jerry BLYTH-LAFFERTY,Ecosse,Talonneur,1.76 m,99 kg,22 ans,2028.0,N/A,https://www.allrugby.com/joueurs/jerry-blyth-lafferty-14864.html,25/26,6,17%,0.0,0.0,135.0
URC,Edimbourg,Patrick HARRISON,Ecosse,Talonneur,1.85 m,111 kg,23 ans,2028.0,N/A,https://www.allrugby.com/joueurs/patrick-harrison-11277.html,25/26,3,33%,0.0,0.0,140.0
URC,Edimbourg,Callum HUNTER-HILL,Ecosse,2ème ligne,1.99 m,113 kg,28 ans,2029.0,N/A,https://www.allrugby.com/joueurs/callum-hunter-hill-6314.html,25/26,8,75%,0.0,3.0,571.0
URC,Edimbourg,Euan MCVIE,Ecosse,2ème ligne,1.99 m,122 kg,20 ans,2028.0,N/A,https://www.allrugby.com/joueurs/euan-mcvie-17057.html,25/26,2,0%,0.0,0.0,34.0
URC,Edimbourg,Glen YOUNG,Ecosse,2ème ligne,2.00 m,117 kg,30 ans,2027.0,N/A,https://www.allrugby.com/joueurs/glen-young-4865.html,25/26,22,45%,2.0,12.0,1155.0
URC,Edimbourg,Grant GILCHRIST,Ecosse,2ème ligne,1.93 m,120 kg,36 ans,2027.0,N/A,https://www.allrugby.com/joueurs/grant-gilchrist-3037.html,25/26,25,36%,2.0,10.0,1761.0
URC,Edimbourg,Marshall SYKES,Angleterre,2ème ligne,2.03 m,123 kg,26 ans,2029.0,N/A,https://www.allrugby.com/joueurs/marshall-sykes-8070.html,25/26,9,189%,0.0,0.0,896.0
URC,Edimbourg,Rob CARMICHAEL,Angleterre,2ème ligne,2.09 m,126 kg,22 ans,2028.0,N/A,https://www.allrugby.com/joueurs/rob-carmichael-14424.html,24/25,3,0%,0.0,0.0,49.0
URC,Edimbourg,Ben MUNCASTER,Ecosse,3ème ligne,1.88 m,113 kg,24 ans,2027.0,N/A,https://www.allrugby.com/joueurs/ben-muncaster-9790.html,25/26,11,55%,0.0,0.0,574.0
URC,Edimbourg,Connor BOYLE,Ecosse,3ème ligne,1.88 m,86 kg,27 ans,2027.0,N/A,https://www.allrugby.com/joueurs/connor-boyle-7363.html,25/26,5,40%,0.0,0.0,87.0
URC,Edimbourg,Dylan RICHARDSON,Afrique du sud,3ème ligne,1.83 m,114 kg,26 ans,2027.0,N/A,https://www.allrugby.com/joueurs/dylan-richardson-7517.html,25/26,11,55%,4.0,20.0,634.0
URC,Edimbourg,Freddy DOUGLAS,Ecosse,3ème ligne,1.80 m,98 kg,22 ans,2027.0,N/A,https://www.allrugby.com/joueurs/freddy-douglas-17060.html,25/26,25,28%,1.0,7.0,753.0
URC,Edimbourg,Harri MORRIS,Ecosse,3ème ligne,1.80 m,99 kg,23 ans,N/A,N/A,https://www.allrugby.com/joueurs/harri-morris-11638.html,25/26,18,28%,0.0,0.0,351.0
URC,Edimbourg,Liam MCCONNELL,Ecosse,3ème ligne,1.90 m,111 kg,21 ans,2028.0,N/A,https://www.allrugby.com/joueurs/liam-mcconnell-14017.html,25/26,19,79%,3.0,15.0,1441.0
URC,Edimbourg,Luke CROSBIE,Ecosse,3ème ligne,1.94 m,114 kg,29 ans,2028.0,N/A,https://www.allrugby.com/joueurs/luke-crosbie-5757.html,25/26,2,50%,0.0,0.0,99.0
URC,Edimbourg,Magnus BRADBURY,Ecosse,3ème ligne,1.87 m,114 kg,31 ans,2028.0,N/A,https://www.allrugby.com/joueurs/magnus-bradbury-4312.html,25/26,21,105%,3.0,15.0,1352.0
URC,Edimbourg,Sam SKINNER,Angleterre,3ème ligne,1.97 m,120 kg,32 ans,2026.0,N/A,https://www.allrugby.com/joueurs/sam-skinner-3447.html,25/26,3,33%,0.0,0.0,229.0
URC,Edimbourg,Tom CURRIE,Ecosse,3ème ligne,1.94 m,110 kg,20 ans,2027.0,N/A,https://www.allrugby.com/joueurs/tom-currie-17061.html,25/26,3,133%,2.0,10.0,142.0
URC,Edimbourg,Tom DODD,Angleterre,3ème ligne,1.94 m,110 kg,29 ans,2027.0,N/A,https://www.allrugby.com/joueurs/tom-dodd-6484.html,25/26,9,44%,0.0,0.0,384.0
URC,Edimbourg,Ben VELLACOTT,Angleterre,Mêlée,1.69 m,77 kg,30 ans,2028.0,N/A,https://www.allrugby.com/joueurs/ben-vellacott-5749.html,25/26,27,56%,7.0,35.0,624.0
URC,Edimbourg,Charlie SHIEL,Ecosse,Mêlée,1.82 m,78 kg,28 ans,2027.0,N/A,https://www.allrugby.com/joueurs/charlie-shiel-5760.html,25/26,22,23%,4.0,20.0,580.0
URC,Edimbourg,Conor MCALPINE,Ecosse,Mêlée,1.69 m,87 kg,21 ans,2028.0,N/A,https://www.allrugby.com/joueurs/conor-mcalpine-17923.html,25/26,4,0%,0.0,0.0,46.0
URC,Edimbourg,Hector PATTERSON,Ecosse,Mêlée,1.77 m,85 kg,20 ans,2028.0,N/A,https://www.allrugby.com/joueurs/hector-patterson-15855.html,25/26,6,50%,3.0,15.0,259.0
URC,Edimbourg,Cammy SCOTT,Ecosse,Ouverture,1.80 m,80 kg,24 ans,2027.0,N/A,https://www.allrugby.com/joueurs/cameron-scott-9239.html,25/26,19,37%,0.0,34.0,332.0
URC,Edimbourg,James LANG,Angleterre,Ouverture,1.85 m,95 kg,30 ans,2027.0,N/A,https://www.allrugby.com/joueurs/james-lang-4921.html,25/26,10,160%,1.0,5.0,542.0
URC,Edimbourg,Ross THOMPSON,Ecosse,Ouverture,1.88 m,85 kg,26 ans,2027.0,N/A,https://www.allrugby.com/joueurs/ross-thompson-7361.html,25/26,20,100%,4.0,78.0,732.0
URC,Edimbourg,Charlie MCCAIG,Angleterre,Centre,1.87 m,94 kg,23 ans,2027.0,N/A,https://www.allrugby.com/joueurs/charlie-mccaig-14436.html,24/25,16,131%,4.0,22.0,1230.0
URC,Edimbourg,Findlay THOMSON,Ecosse,Centre,1.93 m,96 kg,21 ans,N/A,N/A,https://www.allrugby.com/joueurs/findlay-thomson-15857.html,25/26,5,60%,0.0,0.0,569.0
URC,Edimbourg,Matt CURRIE,Ecosse,Centre,1.88 m,94 kg,24 ans,2028.0,N/A,https://www.allrugby.com/joueurs/matthew-currie-9228.html,25/26,7,86%,1.0,5.0,533.0
URC,Edimbourg,Mosese TUIPULOTU,Australie,Centre,1.83 m,104 kg,25 ans,2029.0,N/A,https://www.allrugby.com/joueurs/mosese-tuipulotu-14771.html,25/26,11,36%,2.0,10.0,446.0
URC,Edimbourg,Piers O'CONOR,Angleterre,Centre,1.83 m,106 kg,29 ans,2028.0,N/A,https://www.allrugby.com/joueurs/piers-o-conor-5619.html,25/26,14,93%,1.0,5.0,1471.0
URC,Edimbourg,Wes GOOSEN,Afrique du sud,Centre,1.77 m,93 kg,31 ans,2027.0,N/A,https://www.allrugby.com/joueurs/wes-goosen-6759.html,25/26,12,175%,2.0,10.0,1559.0
URC,Edimbourg,Darcy GRAHAM,Ecosse,Ailier,1.81 m,83 kg,30 ans,2027.0,N/A,https://www.allrugby.com/joueurs/darcy-graham-5758.html,25/26,23,61%,14.0,70.0,1204.0
URC,Edimbourg,Duhan VAN DER MERWE,Afrique du sud,Ailier,1.90 m,102 kg,30 ans,2028.0,N/A,https://www.allrugby.com/joueurs/duhan-van-der-merwe-4627.html,25/26,17,82%,7.0,35.0,927.0
URC,Edimbourg,Lewis WELLS,Ecosse,Ailier,-,-,24 ans,2026.0,N/A,https://www.allrugby.com/joueurs/lewis-wells-18426.html,25/26,2,300%,1.0,5.0,243.0
URC,Edimbourg,Malelili SATALA,Fidji,Ailier,1.79 m,87 kg,20 ans,2027.0,N/A,https://www.allrugby.com/joueurs/malelili-satala-18157.html,25/26,7,143%,0.0,3.0,420.0
URC,Edimbourg,Ross MCCANN,Ecosse,Ailier,1.81 m,90 kg,29 ans,2026.0,N/A,https://www.allrugby.com/joueurs/ross-mccann-16769.html,25/26,3,33%,0.0,0.0,130.0
URC,Edimbourg,Harry PATERSON,Ecosse,Arrière,1.86 m,94 kg,24 ans,2027.0,N/A,https://www.allrugby.com/joueurs/harry-paterson-9279.html,25/26,6,100%,3.0,15.0,576.0
URC,Edimbourg,Jack BROWN,Ecosse,Arrière,1.88 m,97 kg,21 ans,2028.0,N/A,https://www.allrugby.com/joueurs/jack-brown-17289.html,25/26,12,33%,0.0,0.0,332.0
URC,Edimbourg,Matt DAVIDSON,Ecosse,Arrière,1.94 m,83 kg,27 ans,N/A,N/A,https://www.allrugby.com/joueurs/matt-davidson-7566.html,25/26,3,0%,0.0,0.0,42.0
URC,Glasgow,Fin RICHARDSON,Ecosse,Pilier,1.85 m,125 kg,27 ans,2028.0,N/A,https://www.allrugby.com/joueurs/finlay-richardson-14605.html,25/26,9,100%,0.0,0.0,233.0
URC,Glasgow,Jamie BHATTI,Ecosse,Pilier,1.83 m,124 kg,33 ans,2026.0,N/A,https://www.allrugby.com/joueurs/jamie-bhatti-5636.html,25/26,6,150%,0.0,0.0,507.0
URC,Glasgow,Murphy WALKER,Ecosse,Pilier,1.86 m,114 kg,25 ans,2027.0,N/A,https://www.allrugby.com/joueurs/murphy-walker-7360.html,25/26,7,43%,0.0,0.0,207.0
URC,Glasgow,Nathan MCBETH,Afrique du sud,Pilier,1.88 m,118 kg,29 ans,2028.0,N/A,https://www.allrugby.com/joueurs/nathan-mcbeth-7451.html,25/26,14,43%,2.0,10.0,1003.0
URC,Glasgow,Patrick SCHICKERLING,Namibie,Pilier,1.77 m,124 kg,28 ans,N/A,N/A,https://www.allrugby.com/joueurs/patrick-schickerling-9274.html,25/26,20,95%,4.0,20.0,885.0
URC,Glasgow,Rory SUTHERLAND,Ecosse,Pilier,1.87 m,111 kg,32 ans,2029.0,N/A,https://www.allrugby.com/joueurs/rory-sutherland-3051.html,25/26,16,25%,0.0,0.0,510.0
URC,Glasgow,Sam TALAKAI,Australie,Pilier,1.86 m,119 kg,34 ans,2028.0,N/A,https://www.allrugby.com/joueurs/sam-talakai-6658.html,25/26,15,7%,2.0,10.0,673.0
URC,Glasgow,Zander FAGERSON,Ecosse,Pilier,1.90 m,125 kg,29 ans,N/A,N/A,https://www.allrugby.com/joueurs/zander-fagerson-4015.html,25/26,13,92%,0.0,0.0,1285.0
URC,Glasgow,Angus FRASER,Ecosse,Talonneur,1.84 m,107 kg,26 ans,2029.0,N/A,https://www.allrugby.com/joueurs/angus-fraser-7565.html,25/26,10,80%,0.0,3.0,645.0
URC,Glasgow,Grant STEWART,Ecosse,Talonneur,1.82 m,112 kg,31 ans,2026.0,N/A,https://www.allrugby.com/joueurs/grant-stewart-5895.html,25/26,1,0%,0.0,0.0,3.0
URC,Glasgow,Gregor HIDDLESTON,Ecosse,Talonneur,1.89 m,118 kg,23 ans,2028.0,N/A,https://www.allrugby.com/joueurs/gregor-hiddleston-13128.html,25/26,24,50%,12.0,60.0,1220.0
URC,Glasgow,Joe ROBERTS,Ecosse,Talonneur,1.87 m,105 kg,20 ans,N/A,N/A,https://www.allrugby.com/joueurs/joe-roberts-18429.html,25/26,12,67%,7.0,35.0,426.0
URC,Glasgow,Johnny MATTHEWS,Angleterre,Talonneur,1.79 m,115 kg,32 ans,2027.0,N/A,https://www.allrugby.com/joueurs/johnny-matthews-8995.html,25/26,8,75%,6.0,30.0,801.0
URC,Glasgow,Seb STEPHEN,Ecosse,Talonneur,1.92 m,109 kg,21 ans,2029.0,N/A,https://www.allrugby.com/joueurs/seb-stephen-17921.html,25/26,17,35%,3.0,15.0,282.0
URC,Glasgow,Tavi TUIPULOTU,Australie,Talonneur,1.80 m,109 kg,21 ans,2028.0,N/A,https://www.allrugby.com/joueurs/ottavio-tuipulotu-17385.html,23/24,5,180%,0.0,0.0,180.0
URC,Glasgow,Alex CRAIG,Ecosse,2ème ligne,2.02 m,121 kg,29 ans,N/A,N/A,https://www.allrugby.com/joueurs/alex-craig-7120.html,25/26,20,60%,0.0,3.0,946.0
URC,Glasgow,Alex SAMUEL,Ecosse,2ème ligne,2.12 m,127 kg,24 ans,2028.0,N/A,https://www.allrugby.com/joueurs/alex-samuel-11830.html,25/26,16,106%,0.0,0.0,679.0
URC,Glasgow,Dylan COCKBURN,Ecosse,2ème ligne,1.99 m,111 kg,20 ans,N/A,N/A,https://www.allrugby.com/joueurs/dylan-cockburn-17919.html,25/26,3,0%,0.0,0.0,76.0
URC,Glasgow,Euan FERRIE,Ecosse,2ème ligne,1.96 m,111 kg,26 ans,2028.0,N/A,https://www.allrugby.com/joueurs/euan-ferrie-11850.html,25/26,26,38%,2.0,10.0,894.0
URC,Glasgow,Gregor BROWN,Ecosse,2ème ligne,1.98 m,108 kg,24 ans,2027.0,N/A,https://www.allrugby.com/joueurs/gregor-brown-9236.html,25/26,18,61%,4.0,20.0,1499.0
URC,Glasgow,Max WILLIAMSON,Ecosse,2ème ligne,1.96 m,116 kg,24 ans,2028.0,N/A,https://www.allrugby.com/joueurs/max-williamson-11832.html,25/26,13,92%,4.0,20.0,1379.0
URC,Glasgow,Olujare OGUNTIBEJU,Afrique du sud,2ème ligne,2.03 m,119 kg,23 ans,2027.0,N/A,https://www.allrugby.com/joueurs/olujare-oguntibeju-13131.html,25/26,9,144%,3.0,15.0,414.0
URC,Glasgow,Ryan BURKE,Ecosse,2ème ligne,2.04 m,122 kg,22 ans,N/A,N/A,https://www.allrugby.com/joueurs/ryan-burke-17130.html,25/26,1,100%,0.0,0.0,49.0
URC,Glasgow,Scott CUMMINGS,Ecosse,2ème ligne,1.95 m,121 kg,30 ans,2030.0,N/A,https://www.allrugby.com/joueurs/scott-cummings-4014.html,25/26,15,107%,1.0,5.0,1739.0
URC,Glasgow,Ally MILLER,Ecosse,3ème ligne,1.98 m,113 kg,29 ans,N/A,N/A,https://www.allrugby.com/joueurs/ally-miller-6406.html,25/26,14,29%,0.0,0.0,307.0
URC,Glasgow,Jack DEMPSEY,Australie,3ème ligne,1.91 m,113 kg,32 ans,2027.0,N/A,https://www.allrugby.com/joueurs/jack-dempsey-5445.html,25/26,23,126%,4.0,20.0,2039.0
URC,Glasgow,Macenzzie DUNCAN,Angleterre,3ème ligne,1.88 m,103 kg,22 ans,N/A,N/A,https://www.allrugby.com/joueurs/macenzzie-duncan-12516.html,25/26,10,40%,3.0,15.0,519.0
URC,Glasgow,Matt FAGERSON,Ecosse,3ème ligne,1.82 m,109 kg,27 ans,2029.0,N/A,https://www.allrugby.com/joueurs/matt-fagerson-4770.html,25/26,29,83%,2.0,10.0,962.0
URC,Glasgow,Rory DARGE,Ecosse,3ème ligne,1.86 m,102 kg,27 ans,2029.0,N/A,https://www.allrugby.com/joueurs/rory-darge-9212.html,25/26,31,55%,3.0,15.0,1279.0
URC,Glasgow,Sione VAILANU,Tonga,3ème ligne,1.94 m,126 kg,30 ans,2027.0,N/A,https://www.allrugby.com/joueurs/sione-vailanu-5838.html,25/26,11,36%,0.0,0.0,353.0
URC,Glasgow,Ben AFSHAR,Ecosse,Mêlée,1.79 m,78 kg,22 ans,2028.0,N/A,https://www.allrugby.com/joueurs/ben-afshar-14019.html,25/26,19,42%,0.0,0.0,572.0
URC,Glasgow,George HORNE,Ecosse,Mêlée,1.77 m,86 kg,31 ans,2028.0,N/A,https://www.allrugby.com/joueurs/george-horne-5638.html,25/26,38,37%,11.0,135.0,1216.0
URC,Glasgow,Jack OLIVER,Irlande,Mêlée,1.72 m,81 kg,23 ans,2028.0,N/A,https://www.allrugby.com/joueurs/jack-oliver-14410.html,25/26,8,13%,0.0,0.0,195.0
URC,Glasgow,Jamie DOBIE,Ecosse,Mêlée,1.70 m,85 kg,25 ans,2030.0,N/A,https://www.allrugby.com/joueurs/jamie-dobie-8994.html,25/26,15,147%,13.0,65.0,1564.0
URC,Glasgow,Adam HASTINGS,Ecosse,Ouverture,1.84 m,93 kg,30 ans,2026.0,N/A,https://www.allrugby.com/joueurs/adam-hastings-4904.html,25/26,11,100%,0.0,72.0,550.0
URC,Glasgow,Charlie SAVALA,Australie,Ouverture,1.92 m,102 kg,25 ans,N/A,N/A,https://www.allrugby.com/joueurs/charlie-savala-11244.html,24/25,10,70%,4.0,20.0,314.0
URC,Glasgow,Dan LANCASTER,Angleterre,Ouverture,1.88 m,91 kg,25 ans,2028.0,N/A,https://www.allrugby.com/joueurs/dan-lancaster-11800.html,25/26,13,154%,1.0,35.0,1384.0
URC,Glasgow,Duncan WEIR,Ecosse,Ouverture,1.76 m,96 kg,36 ans,2027.0,N/A,https://www.allrugby.com/joueurs/duncan-weir-2157.html,25/26,1,0%,0.0,6.0,39.0
URC,Glasgow,Matthew URWIN,Ecosse,Ouverture,1.85 m,86 kg,22 ans,N/A,N/A,https://www.allrugby.com/joueurs/matthew-urwin-17281.html,25/26,1,0%,0.0,0.0,2.0
URC,Glasgow,Huw JONES,Ecosse,Centre,1.88 m,98 kg,31 ans,2027.0,N/A,https://www.allrugby.com/joueurs/huw-jones-5030.html,25/26,15,73%,4.0,20.0,1069.0
URC,Glasgow,Johnny VENTISEI,Ecosse,Centre,1.78 m,92 kg,21 ans,N/A,N/A,https://www.allrugby.com/joueurs/johnny-ventisei-17161.html,25/26,1,100%,0.0,0.0,75.0
URC,Glasgow,Kerr YULE,Ecosse,Centre,1.85 m,105 kg,22 ans,2029.0,N/A,https://www.allrugby.com/joueurs/kerr-yule-14857.html,25/26,6,100%,0.0,0.0,169.0
URC,Glasgow,Kyle STEYN,Afrique du sud,Centre,1.92 m,99 kg,31 ans,2028.0,N/A,https://www.allrugby.com/joueurs/kyle-steyn-7620.html,25/26,29,69%,16.0,80.0,1396.0
URC,Glasgow,Sione TUIPULOTU,Australie,Centre,1.74 m,105 kg,28 ans,2029.0,N/A,https://www.allrugby.com/joueurs/sione-tuipulotu-7491.html,25/26,30,57%,3.0,15.0,2862.0
URC,Glasgow,Stafford MCDOWALL,Ecosse,Centre,1.96 m,107 kg,29 ans,N/A,N/A,https://www.allrugby.com/joueurs/stafford-mcdowall-6281.html,25/26,25,44%,9.0,45.0,2751.0
URC,Glasgow,Kerr JOHNSTON,Ecosse,Ailier,1.81 m,106 kg,22 ans,2029.0,N/A,https://www.allrugby.com/joueurs/kerr-johnston-14020.html,25/26,1,100%,0.0,0.0,40.0
URC,Glasgow,Fergus WATSON,Ecosse,Arrière,1.87 m,92 kg,22 ans,N/A,N/A,https://www.allrugby.com/joueurs/fergus-watson-17058.html,25/26,3,100%,1.0,5.0,177.0
URC,Glasgow,Josh MCKAY,Nouvelle-Zélande,Arrière,1.86 m,91 kg,27 ans,2029.0,N/A,https://www.allrugby.com/joueurs/josh-mckay-6904.html,25/26,22,82%,3.0,15.0,1360.0
URC,Glasgow,Kyle ROWE,Ecosse,Arrière,1.84 m,85 kg,28 ans,2027.0,N/A,https://www.allrugby.com/joueurs/kyle-rowe-11718.html,25/26,14,86%,8.0,40.0,1349.0
URC,Glasgow,Ollie SMITH,Ecosse,Arrière,1.92 m,95 kg,25 ans,2028.0,N/A,https://www.allrugby.com/joueurs/ollie-smith-7378.html,25/26,23,109%,6.0,34.0,2121.0
URC,Leinster,Alex USANOV,Irlande,Pilier,1.84 m,107 kg,20 ans,N/A,N/A,https://www.allrugby.com/joueurs/alex-usanov-17094.html,25/26,8,38%,0.0,0.0,246.0
URC,Leinster,Andrew PORTER,Irlande,Pilier,1.81 m,128 kg,31 ans,2028.0,N/A,https://www.allrugby.com/joueurs/andrew-porter-4829.html,25/26,18,78%,2.0,10.0,819.0
URC,Leinster,Andrew SPARROW,Irlande,Pilier,1.88 m,124 kg,22 ans,N/A,N/A,https://www.allrugby.com/joueurs/andrew-sparrow-17095.html,25/26,6,50%,0.0,0.0,142.0
URC,Leinster,Ed BYRNE,Irlande,Pilier,1.85 m,119 kg,33 ans,2026.0,N/A,https://www.allrugby.com/joueurs/ed-byrne-2693.html,25/26,2,100%,0.0,0.0,93.0
URC,Leinster,Jack BOYLE,Irlande,Pilier,1.83 m,115 kg,24 ans,N/A,N/A,https://www.allrugby.com/joueurs/jack-boyle-11803.html,25/26,14,43%,0.0,0.0,241.0
URC,Leinster,Jerry CAHIR,Irlande,Pilier,1.83 m,117 kg,25 ans,2026.0,N/A,https://www.allrugby.com/joueurs/jerry-cahir-21710.html,25/26,9,67%,0.0,0.0,824.0
URC,Leinster,Niall SMYTH,Irlande,Pilier,1.95 m,117 kg,20 ans,N/A,N/A,https://www.allrugby.com/joueurs/niall-smyth-18395.html,25/26,2,50%,0.0,0.0,104.0
URC,Leinster,Paddy MCCARTHY,Irlande,Pilier,1.81 m,107 kg,22 ans,N/A,N/A,https://www.allrugby.com/joueurs/paddy-mccarthy-14847.html,25/26,19,37%,1.0,5.0,524.0
URC,Leinster,Rabah SLIMANI,France,Pilier,1.78 m,124 kg,36 ans,2026.0,N/A,https://www.allrugby.com/joueurs/rabah-slimani-1115.html,25/26,14,29%,1.0,5.0,438.0
URC,Leinster,Tadhg FURLONG,Irlande,Pilier,1.85 m,115 kg,34 ans,2027.0,N/A,https://www.allrugby.com/joueurs/tadhg-furlong-2700.html,25/26,19,47%,2.0,10.0,986.0
URC,Leinster,Tom CLARKSON,Irlande,Pilier,1.84 m,123 kg,25 ans,N/A,N/A,https://www.allrugby.com/joueurs/tom-clarkson-7414.html,25/26,21,52%,4.0,20.0,725.0
URC,Leinster,Bobby SHEEHAN,Irlande,Talonneur,1.97 m,112 kg,26 ans,N/A,JOKER (8),https://www.allrugby.com/joueurs/bobby-sheehan-21789.html,25/26,1,0%,0.0,0.0,14.0
URC,Leinster,Dan SHEEHAN,Irlande,Talonneur,1.96 m,114 kg,26 ans,2029.0,N/A,https://www.allrugby.com/joueurs/dan-sheehan-10310.html,25/26,14,100%,10.0,50.0,2011.0
URC,Leinster,Gus MCCARTHY,Irlande,Talonneur,1.75 m,111 kg,23 ans,N/A,N/A,https://www.allrugby.com/joueurs/gus-mccarthy-14846.html,25/26,18,44%,3.0,15.0,741.0
URC,Leinster,John MCKEE,Irlande,Talonneur,1.79 m,111 kg,26 ans,2027.0,N/A,https://www.allrugby.com/joueurs/john-mckee-7419.html,25/26,5,80%,0.0,0.0,376.0
