Ligue,Équipe,Joueur,Nationalité,Poste,Taille,Poids,Âge,JIFF,Contrat,Lien Joueur,Saison,Matchs Joués,Titularisations,Essais,Points,Minutes
Top 14,Castres,Antoine TICHIT,France,Pilier,1.92 m,113 kg,38 ans,2027.0,N/A,https://www.allrugby.com/joueurs/antoine-tichit-1061.html,25/26,8,38%,0.0,0.0,449.0
Top 14,Castres,Atunaisa SOKOBALE,Fidji,Pilier,1.84 m,115 kg,21 ans,N/A,N/A,https://www.allrugby.com/joueurs/atunaisa-sokobale-18206.html,25/26,5,20%,2.0,10.0,139.0
Top 14,Castres,Aurélien AZAR,France,Pilier,1.84 m,122 kg,32 ans,2026.0,N/A,https://www.allrugby.com/joueurs/aurelien-azar-4379.html,25/26,15,33%,2.0,10.0,391.0
Top 14,Castres,Levan CHILACHAVA,Géorgie,Pilier,1.90 m,131 kg,36 ans,2027.0,N/A,https://www.allrugby.com/joueurs/levan-chilachava-1300.html,25/26,10,30%,0.0,3.0,233.0
Top 14,Castres,Loîs GUÉROIS-GALISSON,France,Pilier,1.95 m,125 kg,23 ans,2027.0,N/A,https://www.allrugby.com/joueurs/lois-guerois-galisson-13782.html,25/26,28,25%,3.0,15.0,748.0
Top 14,Castres,Nicolas CORATO,France,Pilier,1.88 m,119 kg,29 ans,2027.0,N/A,https://www.allrugby.com/joueurs/nicolas-corato-5181.html,25/26,16,63%,2.0,10.0,1235.0
Top 14,Castres,Quentin WALCKER,France,Pilier,1.81 m,104 kg,29 ans,2030.0,N/A,https://www.allrugby.com/joueurs/quentin-walcker-4339.html,25/26,9,78%,0.0,0.0,1026.0
Top 14,Castres,Will COLLIER,Angleterre,Pilier,1.89 m,121 kg,36 ans,2027.0,N/A,https://www.allrugby.com/joueurs/will-collier-2650.html,25/26,19,32%,0.0,0.0,904.0
Top 14,Castres,Loris ZARANTONELLO,France,Talonneur,1.84 m,105 kg,25 ans,2028.0,N/A,https://www.allrugby.com/joueurs/loris-zarantonello-7669.html,25/26,11,100%,3.0,15.0,378.0
Top 14,Castres,Pierre COLONNA,France,Talonneur,1.86 m,111 kg,26 ans,2028.0,N/A,https://www.allrugby.com/joueurs/pierre-colonna-9065.html,25/26,11,18%,4.0,20.0,522.0
Top 14,Castres,Teddy DURAND,France,Talonneur,1.79 m,99 kg,26 ans,2029.0,N/A,https://www.allrugby.com/joueurs/teddy-durand-6216.html,25/26,24,63%,7.0,35.0,1654.0
Top 14,Castres,Florent VANVERBERGHE,France,2ème ligne,2.01 m,122 kg,26 ans,2028.0,N/A,https://www.allrugby.com/joueurs/florent-vanverberghe-6992.html,25/26,30,77%,1.0,5.0,1197.0
Top 14,Castres,Gauthier MARAVAT,France,2ème ligne,1.95 m,117 kg,25 ans,2029.0,N/A,https://www.allrugby.com/joueurs/gauthier-maravat-6978.html,25/26,28,25%,0.0,0.0,899.0
Top 14,Castres,Guillaume DUCAT,France,2ème ligne,2.03 m,116 kg,30 ans,2027.0,N/A,https://www.allrugby.com/joueurs/guillaume-ducat-3607.html,25/26,28,86%,0.0,0.0,1521.0
Top 14,Castres,Leone NAKARAWA,Fidji,2ème ligne,2.02 m,122 kg,37 ans,2027.0,N/A,https://www.allrugby.com/joueurs/leone-nakarawa-2634.html,25/26,7,14%,0.0,0.0,306.0
Top 14,Castres,Paul JEDRASIAK,France,2ème ligne,2.00 m,116 kg,33 ans,2027.0,N/A,https://www.allrugby.com/joueurs/paul-jedrasiak-1094.html,25/26,9,22%,0.0,0.0,201.0
Top 14,Castres,Romain MACURDY,France,2ème ligne,2.00 m,109 kg,23 ans,2026.0,N/A,https://www.allrugby.com/joueurs/romain-macurdy-8650.html,25/26,1,100%,0.0,0.0,20.0
Top 14,Castres,Tom STANIFORTH,Australie,2ème ligne,1.98 m,123 kg,31 ans,2028.0,N/A,https://www.allrugby.com/joueurs/thomas-staniforth-6723.html,25/26,37,30%,0.0,3.0,1497.0
Top 14,Castres,Abraham PAPALI'I,Nouvelle-Zélande,3ème ligne,1.91 m,132 kg,31 ans,2027.0,N/A,https://www.allrugby.com/joueurs/abraham-papali-i-10414.html,25/26,12,83%,3.0,15.0,1220.0
Top 14,Castres,Baptiste COPE,France,3ème ligne,1.82 m,103 kg,25 ans,2029.0,N/A,https://www.allrugby.com/joueurs/baptiste-cope-11125.html,25/26,13,62%,0.0,0.0,874.0
Top 14,Castres,Baptiste DELAPORTE,France,3ème ligne,1.89 m,115 kg,28 ans,2028.0,N/A,https://www.allrugby.com/joueurs/baptiste-delaporte-5540.html,25/26,26,54%,2.0,10.0,1960.0
Top 14,Castres,Feibyan TUKINO,Nouvelle-Zélande,3ème ligne,1.91 m,117 kg,24 ans,2027.0,N/A,https://www.allrugby.com/joueurs/feibyan-cornell-tukino-10742.html,25/26,5,60%,0.0,0.0,254.0
Top 14,Castres,Mathieu BABILLOT,France,3ème ligne,1.92 m,107 kg,33 ans,2029.0,N/A,https://www.allrugby.com/joueurs/mathieu-babillot-1353.html,25/26,15,67%,0.0,0.0,779.0
Top 14,Castres,Simon MEKA,France,3ème ligne,1.97 m,110 kg,25 ans,2029.0,N/A,https://www.allrugby.com/joueurs/simon-meka-11123.html,25/26,3,33%,0.0,0.0,230.0
Top 14,Castres,Tyler ARDRON,Canada,3ème ligne,1.92 m,114 kg,34 ans,2026.0,N/A,https://www.allrugby.com/joueurs/tyler-ardron-2763.html,25/26,31,84%,5.0,25.0,1342.0
Top 14,Castres,Veresa Tuqovu RAMOTOTABUA,Fidji,3ème ligne,1.96 m,111 kg,26 ans,2029.0,N/A,https://www.allrugby.com/joueurs/veresa-tuqovu-8000.html,25/26,8,100%,5.0,25.0,922.0
Top 14,Castres,Colin DUPUY,France,Mêlée,1.69 m,66 kg,20 ans,2029.0,N/A,https://www.allrugby.com/joueurs/colin-dupuy-17322.html,25/26,6,0%,2.0,10.0,32.0
Top 14,Castres,Gauthier DOUBRÈRE,France,Mêlée,1.81 m,87 kg,29 ans,2028.0,N/A,https://www.allrugby.com/joueurs/gauthier-doubrere-3460.html,25/26,24,13%,0.0,0.0,408.0
Top 14,Castres,Jérémy FERNANDEZ,France,Mêlée,1.74 m,91 kg,29 ans,2028.0,N/A,https://www.allrugby.com/joueurs/jeremy-fernandez-5558.html,25/26,29,38%,3.0,98.0,966.0
Top 14,Castres,Santiago ARATA,Uruguay,Mêlée,1.74 m,73 kg,29 ans,2029.0,N/A,https://www.allrugby.com/joueurs/santiago-arata-7245.html,25/26,21,86%,6.0,30.0,819.0
Top 14,Castres,Enzo HERVÉ,France,Ouverture,1.73 m,95 kg,27 ans,2028.0,N/A,https://www.allrugby.com/joueurs/enzo-herve-5599.html,25/26,9,144%,2.0,77.0,1169.0
Top 14,Castres,Louis LE BRUN,France,Ouverture,1.93 m,100 kg,23 ans,2029.0,N/A,https://www.allrugby.com/joueurs/louis-le-brun-9719.html,25/26,7,29%,0.0,26.0,417.0
Top 14,Castres,Louka GUILHOT,France,Ouverture,1.86 m,77 kg,20 ans,2028.0,N/A,https://www.allrugby.com/joueurs/louka-guilhot-15387.html,25/26,5,80%,0.0,10.0,118.0
Top 14,Castres,Pierre POPELIN,France,Ouverture,1.79 m,83 kg,31 ans,2027.0,N/A,https://www.allrugby.com/joueurs/pierre-popelin-4497.html,25/26,11,118%,2.0,108.0,1061.0
Top 14,Castres,Adrea COCAGI,Fidji,Centre,1.88 m,108 kg,33 ans,2028.0,N/A,https://www.allrugby.com/joueurs/adrea-cocagi-1938.html,25/26,21,29%,0.0,0.0,502.0
Top 14,Castres,Jack GOODHUE,Nouvelle-Zélande,Centre,1.89 m,98 kg,31 ans,2028.0,N/A,https://www.allrugby.com/joueurs/jack-goodhue-6033.html,25/26,26,96%,4.0,20.0,1211.0
Top 14,Castres,Vilimoni BOTITU,Fidji,Centre,1.84 m,97 kg,26 ans,2029.0,N/A,https://www.allrugby.com/joueurs/vilimoni-botitu-9866.html,25/26,25,64%,7.0,35.0,1765.0
Top 14,Castres,Adam VARGAS,France,Ailier,1.76 m,77 kg,25 ans,2028.0,N/A,https://www.allrugby.com/joueurs/adam-vargas-10491.html,25/26,8,213%,3.0,15.0,734.0
Top 14,Castres,Christian AMBADIANG,Cameroun,Ailier,1.94 m,103 kg,27 ans,2029.0,N/A,https://www.allrugby.com/joueurs/christian-ambadiang-11122.html,25/26,29,103%,10.0,50.0,866.0
Top 14,Castres,Geoffrey PALIS,France,Ailier,1.85 m,100 kg,35 ans,2027.0,N/A,https://www.allrugby.com/joueurs/geoffrey-palis-1351.html,25/26,29,21%,3.0,18.0,1108.0
Top 14,Castres,Nathanaël HULLEU,France,Ailier,1.79 m,88 kg,25 ans,2026.0,N/A,https://www.allrugby.com/joueurs/nathanael-hulleu-8266.html,25/26,10,70%,5.0,25.0,311.0
Top 14,Castres,Rémy BAGET,France,Ailier,1.85 m,84 kg,30 ans,2028.0,N/A,https://www.allrugby.com/joueurs/remy-baget-6055.html,25/26,8,113%,1.0,5.0,1036.0
Top 14,Castres,Vuate KARAWALEVU,Fidji,Ailier,1.91 m,104 kg,24 ans,2030.0,N/A,https://www.allrugby.com/joueurs/vuate-karawalevu-15858.html,25/26,17,141%,3.0,15.0,850.0
Top 14,Castres,Théo CHABOUNI,France,Arrière,1.79 m,80 kg,22 ans,2029.0,N/A,https://www.allrugby.com/joueurs/theo-chabouni-13646.html,25/26,25,112%,11.0,61.0,1955.0
Top 14,Bayonne,Andy BORDELAI,France,Pilier,1.82 m,122 kg,26 ans,2029.0,N/A,https://www.allrugby.com/joueurs/andy-bordelai-8888.html,25/26,20,120%,0.0,0.0,1120.0
Top 14,Bayonne,Emerick SETIANO,France,Pilier,1.78 m,119 kg,30 ans,2028.0,N/A,https://www.allrugby.com/joueurs/emerick-setiano-4686.html,25/26,14,71%,0.0,0.0,732.0
Top 14,Bayonne,Emosi TUMANIA,Fidji,Pilier,-,-,20 ans,2029.0,N/A,https://www.allrugby.com/joueurs/emosi-tumania-20696.html,25/26,3,0%,1.0,5.0,47.0
Top 14,Bayonne,Hugo GONZÁLEZ,Espagne,Pilier,1.79 m,122 kg,21 ans,N/A,N/A,https://www.allrugby.com/joueurs/hugo-gonzalez-17732.html,25/26,6,17%,0.0,0.0,276.0
Top 14,Bayonne,Ignacio CALLES,Argentine,Pilier,1.87 m,112 kg,29 ans,2029.0,N/A,https://www.allrugby.com/joueurs/ignacio-calles-4531.html,25/26,18,56%,0.0,0.0,713.0
Top 14,Bayonne,Luke TAGI,Fidji,Pilier,1.84 m,130 kg,29 ans,2028.0,N/A,https://www.allrugby.com/joueurs/luke-tagi-8934.html,25/26,9,44%,0.0,0.0,315.0
Top 14,Bayonne,Pascal COTET,France,Pilier,1.86 m,123 kg,33 ans,2026.0,N/A,https://www.allrugby.com/joueurs/pascal-cotet-1906.html,25/26,19,16%,0.0,0.0,629.0
Top 14,Bayonne,Pierre CASTILLON,France,Pilier,1.89 m,110 kg,21 ans,2029.0,N/A,https://www.allrugby.com/joueurs/pierre-castillon-17309.html,25/26,7,0%,0.0,0.0,76.0
Top 14,Bayonne,Swan CORMENIER,France,Pilier,1.79 m,119 kg,30 ans,2027.0,N/A,https://www.allrugby.com/joueurs/swan-cormenier-5203.html,25/26,8,25%,0.0,0.0,247.0
Top 14,Bayonne,Tevita TATAFU,Tonga,Pilier,1.80 m,135 kg,22 ans,2030.0,N/A,https://www.allrugby.com/joueurs/tevita-tatafu-11206.html,25/26,9,22%,0.0,3.0,392.0
Top 14,Bayonne,Facundo BOSCH,Argentine,Talonneur,1.75 m,102 kg,34 ans,2027.0,N/A,https://www.allrugby.com/joueurs/facundo-bosch-5142.html,25/26,29,72%,2.0,10.0,1288.0
Top 14,Bayonne,Lucas MARTIN,France,Talonneur,1.84 m,102 kg,23 ans,2028.0,N/A,https://www.allrugby.com/joueurs/lucas-martin-11207.html,25/26,30,37%,10.0,50.0,1393.0
Top 14,Bayonne,Vincent GIUDICELLI,France,Talonneur,1.86 m,108 kg,30 ans,2027.0,N/A,https://www.allrugby.com/joueurs/vincent-giudicelli-4847.html,25/26,12,8%,3.0,15.0,510.0
Top 14,Bayonne,Alex MOON,Angleterre,2ème ligne,1.97 m,123 kg,29 ans,2027.0,N/A,https://www.allrugby.com/joueurs/alex-moon-6201.html,25/26,11,73%,0.0,0.0,1134.0
Top 14,Bayonne,Álvaro GARCÍA IANDOLINO,Argentine,2ème ligne,1.94 m,122 kg,21 ans,N/A,N/A,https://www.allrugby.com/joueurs/alvaro-garcia-iandolino-17394.html,25/26,9,33%,0.0,0.0,228.0
Top 14,Bayonne,Ewan JOHNSON,Ecosse,2ème ligne,2.00 m,121 kg,27 ans,2028.0,N/A,https://www.allrugby.com/joueurs/ewan-johnson-7284.html,25/26,20,110%,0.0,0.0,1064.0
Top 14,Bayonne,Lucas PAULOS,Argentine,2ème ligne,2.00 m,122 kg,29 ans,2027.0,N/A,https://www.allrugby.com/joueurs/lucas-paulos-7501.html,25/26,26,54%,3.0,15.0,1588.0
Top 14,Bayonne,Alexandre FISCHER,France,3ème ligne,1.92 m,105 kg,27 ans,2028.0,N/A,https://www.allrugby.com/joueurs/alexandre-fischer-5552.html,25/26,17,153%,2.0,10.0,1134.0
Top 14,Bayonne,Arthur ITURRIA,France,3ème ligne,2.00 m,111 kg,32 ans,2029.0,N/A,https://www.allrugby.com/joueurs/arthur-iturria-3366.html,25/26,28,86%,2.0,10.0,931.0
Top 14,Bayonne,Baptiste CHOUZENOUX,France,3ème ligne,1.99 m,107 kg,32 ans,2026.0,N/A,https://www.allrugby.com/joueurs/baptiste-chouzenoux-2509.html,25/26,8,50%,0.0,3.0,304.0
Top 14,Bayonne,Baptiste HÉGUY,France,3ème ligne,1.97 m,109 kg,29 ans,2027.0,N/A,https://www.allrugby.com/joueurs/baptiste-heguy-5427.html,25/26,17,29%,0.0,0.0,622.0
Top 14,Bayonne,Esteban CAPILLA,France,3ème ligne,2.03 m,95 kg,24 ans,2027.0,N/A,https://www.allrugby.com/joueurs/esteban-capilla-12571.html,25/26,21,110%,10.0,52.0,1107.0
Top 14,Bayonne,Giovanni HABEL-KUEFFNER,Allemagne,3ème ligne,1.91 m,108 kg,30 ans,2027.0,N/A,https://www.allrugby.com/joueurs/giovanni-habel-kueffner-4319.html,25/26,10,30%,0.0,0.0,375.0
Top 14,Bayonne,Jonah THOMPSON,Australie,3ème ligne,1.86 m,103 kg,19 ans,2026.0,N/A,https://www.allrugby.com/joueurs/jonah-thompson-18330.html,25/26,2,50%,0.0,0.0,121.0
Top 14,Bayonne,Manex ARICETA,Espagne,3ème ligne,1.95 m,114 kg,21 ans,2026.0,N/A,https://www.allrugby.com/joueurs/manex-ariceta-12438.html,25/26,23,48%,0.0,0.0,735.0
Top 14,Bayonne,Nika LOMIDZE,Géorgie,3ème ligne,1.87 m,98 kg,21 ans,2027.0,N/A,https://www.allrugby.com/joueurs/nika-lomidze-15265.html,25/26,4,100%,0.0,0.0,130.0
Top 14,Bayonne,Noa TRAVERSIER,France,3ème ligne,1.91 m,107 kg,20 ans,2028.0,N/A,https://www.allrugby.com/joueurs/noa-traversier-15272.html,25/26,9,11%,0.0,0.0,221.0
Top 14,Bayonne,Raphaël MARCHESIN,France,3ème ligne,1.93 m,89 kg,19 ans,2026.0,N/A,https://www.allrugby.com/joueurs/raphael-marchesin-18338.html,25/26,5,60%,0.0,0.0,154.0
Top 14,Bayonne,Rob LEOTA,Australie,3ème ligne,1.89 m,111 kg,28 ans,2027.0,N/A,https://www.allrugby.com/joueurs/rob-leota-7492.html,25/26,9,144%,0.0,0.0,734.0
Top 14,Bayonne,Rodrigo BRUNI,Argentine,3ème ligne,1.92 m,107 kg,33 ans,2027.0,N/A,https://www.allrugby.com/joueurs/rodrigo-bruni-7188.html,25/26,18,133%,3.0,15.0,1486.0
Top 14,Bayonne,Baptiste GERMAIN,France,Mêlée,1.76 m,84 kg,25 ans,2027.0,N/A,https://www.allrugby.com/joueurs/baptiste-germain-7571.html,25/26,16,50%,7.0,63.0,630.0
Top 14,Bayonne,Baptiste TILLOLES,France,Mêlée,1.77 m,82 kg,20 ans,2030.0,N/A,https://www.allrugby.com/joueurs/baptiste-tilloles-18994.html,25/26,20,50%,2.0,10.0,957.0
Top 14,Bayonne,Herschel JANTJIES,Afrique du sud,Mêlée,1.68 m,80 kg,30 ans,2028.0,N/A,https://www.allrugby.com/joueurs/herschel-jantjies-6334.html,25/26,19,47%,3.0,15.0,663.0
Top 14,Bayonne,Maxime MACHENAUD,France,Mêlée,1.76 m,88 kg,37 ans,2026.0,N/A,https://www.allrugby.com/joueurs/maxime-machenaud-1202.html,25/26,8,38%,1.0,5.0,321.0
Top 14,Bayonne,Gareth ANSCOMBE,Nouvelle-Zélande,Ouverture,1.86 m,95 kg,34 ans,2026.0,N/A,https://www.allrugby.com/joueurs/gareth-anscombe-3354.html,25/26,3,100%,0.0,8.0,117.0
Top 14,Bayonne,Joris SEGONDS,France,Ouverture,1.82 m,92 kg,28 ans,2030.0,N/A,https://www.allrugby.com/joueurs/joris-segonds-4988.html,25/26,37,43%,0.0,235.0,1997.0
Top 14,Bayonne,Bastien RASAL,France,Centre,1.86 m,90 kg,19 ans,2029.0,N/A,https://www.allrugby.com/joueurs/bastien-rasal-20339.html,25/26,12,83%,0.0,0.0,555.0
Top 14,Bayonne,Federico MORI,Italie,Centre,1.87 m,106 kg,24 ans,2028.0,N/A,https://www.allrugby.com/joueurs/federico-mori-7398.html,25/26,13,100%,3.0,15.0,1089.0
Top 14,Bayonne,Gabriel LAPÈGUE,France,Centre,-,-,21 ans,2028.0,N/A,https://www.allrugby.com/joueurs/gabriel-lapegue-18367.html,25/26,6,17%,0.0,0.0,157.0
Top 14,Bayonne,Guillaume MARTOCQ,France,Centre,1.88 m,93 kg,25 ans,2029.0,N/A,https://www.allrugby.com/joueurs/guillaume-martocq-5844.html,25/26,22,82%,0.0,0.0,1324.0
Top 14,Bayonne,Manu TUILAGI,Samoa,Centre,1.80 m,114 kg,36 ans,2027.0,N/A,https://www.allrugby.com/joueurs/manu-tuilagi-2202.html,25/26,12,117%,1.0,5.0,1744.0
Top 14,Bayonne,Pyrénées BOYLE-TIATIA,Nouvelle-Zélande,Centre,1.84 m,82 kg,20 ans,2028.0,N/A,https://www.allrugby.com/joueurs/pyrenees-boyle-tiatia-21677.html,25/26,2,50%,0.0,4.0,69.0
Top 14,Bayonne,Reece HODGE,Australie,Centre,1.92 m,96 kg,30 ans,2026.0,N/A,https://www.allrugby.com/joueurs/reece-hodge-5007.html,23/24,10,20%,2.0,10.0,378.0
Top 14,Bayonne,Sireli MAQALA,Fidji,Centre,1.74 m,85 kg,25 ans,2031.0,N/A,https://www.allrugby.com/joueurs/sireli-maqala-12230.html,25/26,22,68%,8.0,40.0,870.0
Top 14,Bayonne,Arnaud ERBINARTEGARAY,France,Ailier,1.86 m,84 kg,25 ans,2031.0,N/A,https://www.allrugby.com/joueurs/arnaud-erbinartegaray-9716.html,25/26,15,53%,7.0,38.0,868.0
Top 14,Bayonne,Mateo CARRERAS,Argentine,Ailier,1.68 m,89 kg,25 ans,2029.0,N/A,https://www.allrugby.com/joueurs/mateo-carreras-8163.html,25/26,24,50%,5.0,25.0,1661.0
Top 14,Bayonne,Tom LÉVÊQUE,France,Ailier,1.89 m,81 kg,19 ans,2030.0,N/A,https://www.allrugby.com/joueurs/tom-leveque-20196.html,25/26,4,100%,3.0,15.0,283.0
Top 14,Bayonne,Tom SPRING,France,Ailier,1.84 m,91 kg,23 ans,2028.0,N/A,https://www.allrugby.com/joueurs/tom-spring-14458.html,25/26,27,78%,15.0,91.0,1004.0
Top 14,Bayonne,Victor HANNOUN,France,Ailier,1.81 m,87 kg,24 ans,2027.0,N/A,https://www.allrugby.com/joueurs/victor-hannoun-14460.html,25/26,11,82%,0.0,0.0,533.0
Top 14,Bayonne,Cheikh TIBERGHIEN,France,Arrière,1.87 m,100 kg,25 ans,2029.0,N/A,https://www.allrugby.com/joueurs/cheikh-tiberghien-7315.html,25/26,12,175%,5.0,25.0,1138.0
Top 14,Bayonne,Yohan ORABÉ,France,Arrière,1.91 m,83 kg,25 ans,2031.0,N/A,https://www.allrugby.com/joueurs/yohan-orabe-13645.html,25/26,16,119%,5.0,25.0,1101.0
Top 14,Bordeaux,Ben TAMEIFUNA,Nouvelle-Zélande,Pilier,1.91 m,155 kg,35 ans,2028.0,N/A,https://www.allrugby.com/joueurs/ben-tameifuna-3391.html,25/26,14,64%,7.0,35.0,1070.0
Top 14,Bordeaux,Carlü SADIE,Afrique du sud,Pilier,1.80 m,136 kg,28 ans,2030.0,N/A,https://www.allrugby.com/joueurs/carlu-sadie-6597.html,25/26,17,159%,2.0,13.0,796.0
Top 14,Bordeaux,Jefferson POIROT,France,Pilier,1.76 m,120 kg,32 ans,2027.0,N/A,https://www.allrugby.com/joueurs/jefferson-poirot-1374.html,25/26,27,52%,4.0,20.0,1550.0
Top 14,Bordeaux,Matis PERCHAUD,France,Pilier,1.88 m,115 kg,23 ans,2027.0,N/A,https://www.allrugby.com/joueurs/matis-perchaud-10981.html,25/26,35,46%,0.0,0.0,1007.0
Top 14,Bordeaux,Sipili FALATEA,France,Pilier,1.78 m,118 kg,29 ans,2029.0,N/A,https://www.allrugby.com/joueurs/sipili-falatea-5435.html,25/26,12,25%,1.0,5.0,341.0
Top 14,Bordeaux,Toma'Akino TAUFA,Tonga,Pilier,1.75 m,143 kg,32 ans,2028.0,JOKER XV (8),https://www.allrugby.com/joueurs/toma-akino-taufa-3605.html,25/26,5,0%,0.0,0.0,83.0
Top 14,Bordeaux,Ugo BONIFACE,France,Pilier,1.89 m,128 kg,29 ans,2026.0,N/A,https://www.allrugby.com/joueurs/ugo-boniface-4465.html,25/26,15,13%,2.0,10.0,192.0
Top 14,Bordeaux,Christian EVERITT,Afrique du sud,Talonneur,1.90 m,108 kg,20 ans,N/A,N/A,https://www.allrugby.com/joueurs/christian-everitt-18730.html,25/26,3,0%,0.0,0.0,13.0
Top 14,Bordeaux,Connor SA,Nouvelle-Zélande,Talonneur,1.88 m,103 kg,25 ans,2027.0,N/A,https://www.allrugby.com/joueurs/connor-sa-9313.html,25/26,20,40%,2.0,10.0,383.0
Top 14,Bordeaux,Gaëtan BARLOT,France,Talonneur,1.82 m,102 kg,28 ans,2028.0,N/A,https://www.allrugby.com/joueurs/gaetan-barlot-5909.html,25/26,26,19%,5.0,25.0,894.0
Top 14,Bordeaux,Maxime LAMOTHE,France,Talonneur,1.86 m,108 kg,27 ans,2028.0,N/A,https://www.allrugby.com/joueurs/maxime-lamothe-5169.html,25/26,46,26%,10.0,50.0,2009.0
Top 14,Bordeaux,Adam COLEMAN,Australie,2ème ligne,2.11 m,125 kg,33 ans,2027.0,N/A,https://www.allrugby.com/joueurs/adam-coleman-5005.html,25/26,13,177%,0.0,0.0,761.0
Top 14,Bordeaux,Adam ZAPĘDOWSKI,Pologne,2ème ligne,1.99 m,119 kg,20 ans,2028.0,N/A,https://www.allrugby.com/joueurs/adam-zapĘdowski-16811.html,25/26,2,50%,0.0,0.0,96.0
Top 14,Bordeaux,Boris PALU,France,2ème ligne,1.99 m,111 kg,30 ans,2027.0,N/A,https://www.allrugby.com/joueurs/boris-palu-4418.html,25/26,35,111%,2.0,13.0,2437.0
Top 14,Bordeaux,Cyril CAZEAUX,France,2ème ligne,1.94 m,115 kg,32 ans,2029.0,N/A,https://www.allrugby.com/joueurs/cyril-cazeaux-2441.html,25/26,11,118%,2.0,10.0,773.0
Top 14,Bordeaux,Bastien VERGNES-TAILLEFER,France,3ème ligne,1.96 m,119 kg,30 ans,2026.0,N/A,https://www.allrugby.com/joueurs/bastien-vergnes-taillefer-7192.html,25/26,37,43%,4.0,20.0,1029.0
Top 14,Bordeaux,Bobby BISSU,France,3ème ligne,1.93 m,109 kg,19 ans,N/A,N/A,https://www.allrugby.com/joueurs/bobby-bissu-18406.html,25/26,4,0%,0.0,0.0,75.0
Top 14,Bordeaux,Cameron WOKI,France,3ème ligne,2.01 m,110 kg,27 ans,2029.0,N/A,https://www.allrugby.com/joueurs/cameron-woki-5191.html,25/26,17,129%,12.0,60.0,3048.0
Top 14,Bordeaux,Elyjah IBSAIENE,France,3ème ligne,1.92 m,106 kg,19 ans,2029.0,N/A,https://www.allrugby.com/joueurs/elyjah-ibsaiene-18066.html,25/26,4,175%,2.0,10.0,210.0
Top 14,Bordeaux,Jean-Luc DU PREEZ,Afrique du sud,3ème ligne,1.95 m,113 kg,29 ans,2029.0,N/A,https://www.allrugby.com/joueurs/jean-luc-du-preez-5103.html,25/26,3,67%,0.0,0.0,192.0
Top 14,Bordeaux,Lachlan SWINTON,Australie,3ème ligne,1.90 m,114 kg,28 ans,2027.0,N/A,https://www.allrugby.com/joueurs/lachlan-swinton-7538.html,25/26,4,100%,1.0,5.0,232.0
Top 14,Bordeaux,Marko GAZZOTTI,France,3ème ligne,1.92 m,106 kg,22 ans,2027.0,N/A,https://www.allrugby.com/joueurs/marko-gazzotti-14199.html,25/26,37,43%,4.0,23.0,1977.0
Top 14,Bordeaux,Pierre BOCHATON,France,3ème ligne,2.00 m,104 kg,25 ans,2027.0,N/A,https://www.allrugby.com/joueurs/pierre-bochaton-9789.html,25/26,23,70%,2.0,10.0,1870.0
Top 14,Bordeaux,Romain GARDRAT,France,3ème ligne,1.94 m,93 kg,23 ans,2028.0,N/A,https://www.allrugby.com/joueurs/romain-gardrat-17989.html,25/26,5,20%,0.0,0.0,146.0
Top 14,Bordeaux,Temo MATIU,France,3ème ligne,1.91 m,96 kg,24 ans,2029.0,N/A,https://www.allrugby.com/joueurs/temo-matiu-14357.html,25/26,32,59%,3.0,15.0,2272.0
Top 14,Bordeaux,Tiaan JACOBS,Afrique du sud,3ème ligne,1.93 m,103 kg,22 ans,2028.0,N/A,https://www.allrugby.com/joueurs/tiaan-jacobs-14107.html,25/26,29,41%,2.0,10.0,744.0
Top 14,Bordeaux,Martin PAGE-RELO,France,Mêlée,1.74 m,72 kg,27 ans,2029.0,N/A,https://www.allrugby.com/joueurs/martin-page-relo-7169.html,25/26,15,67%,2.0,46.0,1145.0
Top 14,Bordeaux,Maxime LUCU,France,Mêlée,1.76 m,82 kg,33 ans,2029.0,N/A,https://www.allrugby.com/joueurs/maxime-lucu-2453.html,25/26,27,59%,9.0,231.0,1397.0
Top 14,Bordeaux,Valentin HUTTEAU,France,Mêlée,1.71 m,80 kg,20 ans,2028.0,N/A,https://www.allrugby.com/joueurs/valentin-hutteau-20054.html,25/26,20,10%,1.0,5.0,453.0
Top 14,Bordeaux,Hugo REUS,France,Ouverture,1.89 m,87 kg,23 ans,2028.0,JOKER (8),https://www.allrugby.com/joueurs/hugo-reus-14138.html,25/26,16,31%,0.0,94.0,1153.0
Top 14,Bordeaux,Joey CARBERY,Nouvelle-Zélande,Ouverture,1.78 m,87 kg,31 ans,2027.0,N/A,https://www.allrugby.com/joueurs/joey-carbery-4830.html,25/26,14,21%,0.0,27.0,339.0
Top 14,Bordeaux,Joseph LAHARRAGUE,France,Ouverture,1.79 m,82 kg,21 ans,2029.0,N/A,https://www.allrugby.com/joueurs/joseph-laharrague-18067.html,25/26,6,67%,2.0,10.0,234.0
Top 14,Bordeaux,Matthieu JALIBERT,France,Ouverture,1.84 m,81 kg,27 ans,2028.0,N/A,https://www.allrugby.com/joueurs/matthieu-jalibert-5167.html,25/26,35,83%,16.0,164.0,1906.0
Top 14,Bordeaux,Adrien DRAULT,France,Centre,1.81 m,97 kg,20 ans,2028.0,N/A,https://www.allrugby.com/joueurs/adrien-drault-18068.html,25/26,14,57%,6.0,30.0,930.0
